Printing events sorted by their type: 
************************************** 

 Event raise time = 2460, type = DIYRepairEvent, source = Dad - ID: 58.0, target = Light - ID: 26.0
 Event raise time = 740, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 3940, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 3960, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 3960, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 3970, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 3990, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 4000, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 4010, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 4020, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 4050, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 4120, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 4130, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 4190, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 4200, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 4230, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 4270, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 4290, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 4290, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 4310, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 4310, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 4880, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 4890, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 4900, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 4910, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 4940, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 4940, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 4950, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 4960, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 4980, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 4990, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 5210, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 5220, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 5230, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 5240, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 5260, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 5340, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 5350, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 5400, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 5410, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 5420, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 5420, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 5430, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 5460, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 5490, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 5500, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 5520, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 5560, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 5560, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 5570, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 5580, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 5590, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 5640, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 5650, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 5720, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 5730, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 5740, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 5750, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 6250, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 6280, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 6290, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 6410, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 6460, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 6680, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 6810, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 6830, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 6870, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 6870, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 6870, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 6880, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 6900, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 6910, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 6920, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 6920, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 6930, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 6940, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 6940, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 6950, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 7030, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 7040, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 7050, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 7050, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 7060, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 7080, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 7100, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 7130, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 7140, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 7190, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 7770, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 7780, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 7810, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 7950, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 8010, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 8030, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 8080, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 8100, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 8110, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 8120, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 8170, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 8200, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 8260, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 8280, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 8290, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 8290, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 8320, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 8340, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 8350, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 8360, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 8390, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 8450, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 8460, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 8510, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 8520, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 8540, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 8550, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 8560, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 8570, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 8580, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 8580, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 8600, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 8600, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9250, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9310, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9320, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9330, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9470, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9510, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9520, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 9650, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9700, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9730, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9740, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 9740, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9750, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9760, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9760, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 9770, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 9790, type = PersonMoveEvent, source = Mom - ID: 59.0
 Event raise time = 9800, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9820, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9830, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 9830, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 9840, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9840, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 9850, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 9850, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 9860, type = PersonMoveEvent, source = Child2 - ID: 61.0
 Event raise time = 9890, type = PersonMoveEvent, source = Dad - ID: 58.0
 Event raise time = 9950, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 10020, type = PersonMoveEvent, source = Child1 - ID: 60.0
 Event raise time = 10040, type = PersonMoveEvent, source = Child3 - ID: 62.0
 Event raise time = 10070, type = PersonMoveEvent, source = Child4 - ID: 63.0
 Event raise time = 0, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 140, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 260, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 270, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 280, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 290, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 300, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 310, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 410, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 450, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 550, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 560, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 570, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 580, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 590, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 590, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 730, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 860, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 870, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 880, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 890, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 900, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 910, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 920, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 930, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1130, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1140, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1150, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1160, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1200, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1210, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1300, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1350, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1360, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1440, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1500, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1510, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1520, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1530, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1540, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1550, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1580, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1590, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1600, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1690, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1700, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1710, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1720, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1730, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1740, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1750, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1870, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1880, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1890, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 1890, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1900, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1910, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 1920, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2030, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2040, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2050, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2060, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2070, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2080, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2090, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2100, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2110, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2120, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2130, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2140, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2150, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2290, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2300, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2310, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2320, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2330, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2340, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2450, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2480, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2490, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2500, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2510, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2590, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2600, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2610, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2620, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2650, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2660, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2670, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2760, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2770, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2810, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2820, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2830, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2840, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2850, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2860, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2870, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 2910, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2920, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 2930, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3010, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3070, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3080, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3090, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3100, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3110, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3120, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3150, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3160, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3260, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3300, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3310, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3320, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3330, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3340, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3350, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3360, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3370, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3380, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3390, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3400, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3530, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3540, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3540, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3550, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3550, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3560, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3560, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3700, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3700, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3710, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3710, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3720, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3720, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3730, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3730, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3740, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3740, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3750, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3760, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3770, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3780, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3880, type = PetMoveEvent, source = Cat - ID: 65.0
 Event raise time = 3920, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 3930, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4070, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4080, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4090, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4100, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4110, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4120, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4130, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4140, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4150, type = PetMoveEvent, source = Dog - ID: 64.0
 Event raise time = 4280, type = PetMoveEvent, source = Cat - ID: 65.0
